id,name,series_id,price,year
"3833","2012款 长安星光 4500 1.3L 手动 标准型","290","5.49","2012"
"3834","2009款 长安星光 SC6390AV3","290","2.79","2009"
"3835","2009款 长安星光 SC6390A3","290","2.85","2009"
"3836","2009款 长安星光 45 0.8L SC6345B/C","290","2.89","2009"
"3837","2009款 长安星光 35 0.8L MT SC6345B","290","3.6","2009"
"3838","2009款 长安星光 35 0.8L MT SC6345C","290","3.75","2009"
"3839","2009款 长安星光 6395 SC6395C FAA","290","3.73571101966","2009"
"3840","2009款 长安星光 6395 SC6395C FAA-H","290","3.73622718703","2009"
"3841","2009款 长安星光 45 1.0L SC6345G3S/F3S","290","2.99","2009"
"3842","2009款 长安星光 6395 SC6395C FP","290","3.47","2009"
"3843","2009款 长安星光 6402 SC6402BV3S","290","3.6","2009"
"3844","2009款 长安星光 35 1.0L MT SC6335F FA","290","3.75","2009"
"3845","2009款 长安星光 6402 SC6402B3S FA","290","3.75","2009"
"3846","2009款 长安星光 6402 SC6402B3S FAA","290","3.75","2009"
"3847","2009款 长安星光 35 1.0L MT SC6335F FAA","290","4.45","2009"
"3848","2009款 长安星光 6402 SC6402DV4S","290","4.18","2009"
"3849","2009款 长安星光 6402 SC6402D4S","290","4.35","2009"
"3850","2007款 长安星光 6395 SC6390AVJ3","290","3.78","2007"
"3851","2007款 长安星光 6395 SC6390A3","290","4.18","2007"
"3852","2007款 长安星光 SC6335G FA","290","3.19","2007"
"3853","2007款 长安星光 SC6335G FAA","290","3.35","2007"
"3854","2007款 长安星光 SC6395C FPA","290","3.79","2007"
"3855","2007款 长安星光 SC6395C FGA","290","3.99","2007"
"3856","2007款 长安星光 SC6395C FAAH","290","4.26","2007"
"3857","2007款 长安星光 SC6395D FGA","290","4.58","2007"
"3858","2007款 长安星光 SC6395D FAAH","290","4.83","2007"
"3859","2007款 长安星光 4500 SC6443系列 基本型无空调","290","5.66","2007"
"3860","2007款 长安星光 4500 SC6443系列 标准型","290","5.66","2007"
"3861","2007款 长安星光 4500 SC6443系列 基本型带空调","290","5.66","2007"
"3862","2006款 长安星光 SC6390A FG","290","2.99","2006"
"3863","2006款 长安星光 SC6395 FP","290","3.45","2006"
"3864","2006款 长安星光 SC6395 FPA","290","3.65","2006"
"3865","2006款 长安星光 SC6395","290","3.79","2006"
"3866","2006款 长安星光 SC6393","290","3.99","2006"
"3867","2006款 长安星光 SC6395B","290","4.29","2006"
"3868","2012款 长安星卡 0.8L 手动 SC1022SBN4 5座2","291","3.5318181818181813","2012"
"3869","2012款 长安星卡 0.8L 手动 SC1022SBN4 5座","291","3.5318181818181813","2012"
"3870","2012款 长安星卡 1.0L 手动 S201 C10基本型（空调）","291","3.20728166438","2012"
"3871","2012款 长安星卡 1.0L 手动 S201 EA12基本型（空调）","291","3.5318181818181813","2012"
"3872","2012款 长安星卡 1.0L 手动 单排1022D基本型","291","3.5318181818181813","2012"
"3873","2012款 长安星卡 1.0L 手动 S201 EA12基本型（非空）","291","3.5318181818181813","2012"
"3874","2012款 长安星卡 1.0L 手动 SC1022DB4N 2座","291","3.5318181818181813","2012"
"3875","2012款 长安星卡 1.0L 手动 SC1022DB4N4 2座2","291","3.5318181818181813","2012"
"3876","2012款 长安星卡 1.0L 手动 S201 C10基本型（非空）","291","3.5318181818181813","2012"
"3877","2012款 长安星卡 1.0L 手动 SC1022DB4N 2座2","291","3.5318181818181813","2012"
"3878","2012款 长安星卡 1.0L 手动 D201 EA12基本型（空调）加长版","291","3.5318181818181813","2012"
"3879","2012款 长安星卡 1.0L 手动 D201 EA12基本型（空调）","291","3.5318181818181813","2012"
"3880","2012款 长安星卡 1.0L 手动 双排1026S基本型","291","3.5318181818181813","2012"
"3881","2012款 长安星卡 1.0L 手动 双排1022S基本型","291","3.5318181818181813","2012"
"3882","2012款 长安星卡 1.0L 手动 单排1026D基本型","291","3.5318181818181813","2012"
"3883","2012款 长安星卡 1.0L 手动 D201 C10基本型（空调）加长版","291","3.5318181818181813","2012"
"3884","2012款 长安星卡 1.0L 手动 D201 C10基本型（非空）加长版","291","3.5318181818181813","2012"
"3885","2012款 长安星卡 1.0L 手动 D201 C10基本型（非空）","291","3.5318181818181813","2012"
"3886","2012款 长安星卡 1.0L 手动 D201 EA12基本型（非空）","291","3.5318181818181813","2012"
"3887","2012款 长安星卡 1.0L 手动 D201 C10基本型（空调）","291","3.5318181818181813","2012"
"3888","2012款 长安星卡 1.0L 手动 D201 EA12基本型（非空）加长版","291","3.5318181818181813","2012"
"3889","2012款 长安星卡 1.0L 手动 SC1026DAN4 2座2","291","3.5318181818181813","2012"
"3890","2012款 长安星卡 1.0L 手动 SC1026S4N4 5座","291","3.5318181818181813","2012"
"3891","2012款 长安星卡 1.0L 手动 SC1026S4N 5座","291","3.5318181818181813","2012"
"3892","2012款 长安星卡 1.0L 手动 SC1022S4N4 5座","291","3.5318181818181813","2012"
"3893","2012款 长安星卡 1.0L 手动 SC1022S4N4 5座2","291","3.5318181818181813","2012"
"3894","2012款 长安星卡 1.0L 手动 SC1026DAN4 2座","291","3.5318181818181813","2012"
"3895","2012款 长安星卡 1.0L 手动 SC1022DB4N4 2座","291","3.5318181818181813","2012"
"3896","2012款 长安星卡 1.0L 手动 SC1022S4N 5座2","291","3.5318181818181813","2012"
"3897","2012款 长安星卡 1.0L 手动 SC1022S4N 5座","291","3.5318181818181813","2012"
"3898","2012款 长安星卡 1.0L 手动 SC5026CCYD4 单排架子车","291","3.83","2012"
"3899","2012款 长安星卡 1.0L 手动 SC5026XXYDG4 单排箱子车","291","3.9","2012"
"3900","2012款 长安星卡 1.0L 手动 SC5026CCYSB 双排架子车","291","4.19","2012"
"3901","2012款 长安星卡 1.0L 手动 SC5026XXYSB 双排箱子车","291","4.38","2012"
"3902","2012款 长安星卡 1.3L 手动 1029标准型","291","2.93209876543","2012"
"3903","2012款 长安星卡 1.3L 手动 1029基本型","291","3.5318181818181813","2012"
"3904","2012款 长安星卡 1.3L 手动 SC1029SA4 5座","291","3.5318181818181813","2012"
"3905","2010款 长安星卡 0.8L 手动 SC1022SBN FAA 双排","291","2.88142051517","2010"
"3906","2010款 长安星卡 0.8L 手动 SC1022SBN FA 双排","291","3.5318181818181813","2010"
"3907","2010款 长安星卡 1.0L 手动 SC1022SAN FA 双排","291","3.5318181818181813","2010"
"3908","2010款 长安星卡 1.0L 手动 SC1022DBN F4A 单排","291","3.5318181818181813","2010"
"3909","2010款 长安星卡 1.0L 手动 SC1022DBN F4 单排","291","3.44853426815","2010"
"3910","2010款 长安星卡 1.0L 手动 SC1026S1N FAA 双排","291","3.5318181818181813","2010"
"3911","2010款 长安星卡 1.0L 手动 SC1026S1N FA 双排","291","4.01950922116","2010"
"3912","2010款 长安星卡 1.0L 手动 SC1022SAN FAA 双排","291","3.5318181818181813","2010"
"3913","2007款 长安星卡 SC1022S8","291","2.98","2007"
"3914","2007款 长安星卡 SC1022D7","291","2.98","2007"
"3915","2007款 长安星卡 SC1022DB","291","2.98","2007"
"3916","2007款 长安星卡 SC1022S7","291","2.98","2007"
"3917","2007款 长安星卡 SC1026DA","291","3.73","2007"
"3918","2007款 长安星卡 SC1026S1","291","3.73","2007"
"3919","2012款 长安星光4500 1.3L 手动 标准型 5座","292","6.2925","2012"
"3920","2012款 长安星光4500 1.3L 手动 标准型 7座","292","4.80082304527","2012"
"3921","2012款 长安星光4500 1.3L 手动 标准型 11座","292","5.74104938272","2012"
"3922","2012款 长安星光4500 1.3L 手动 基本型 11座","292","5.77916666667","2012"
"3923","2012款 长安星光4500 1.3L 手动 基本型 5座","292","6.2925","2012"
"3924","2012款 长安星光4500 1.3L 手动 基本型 7座","292","4.63271604938","2012"
"3925","2009款 长安星光4500 SC6443G4","292","5.97469897881","2009"
"3926","2009款 长安星光4500 SC5028XXYV4","292","6.2925","2009"
"3927","2009款 长安星光4500 SC6443 基本型","292","6.2925","2009"
"3928","2009款 长安星光4500 SC6445 基本型","292","6.2925","2009"
"3929","2009款 长安星光4500 SC6445 标准型","292","5.534010631","2009"
"3930","2009款 长安星光4500 SC6443 标准型","292","6.2925","2009"
"3931","2009款 长安星光4500 SC6443 商务型","292","6.2925","2009"
"3932","2009款 长安星光4500 SC6443V","292","6.2925","2009"
"3933","2009款 长安星光4500 SC5028XXYA","292","6.2925","2009"
"3934","2009款 长安星光4500 SC6445 商务型","292","6.2925","2009"
"3935","2009款 长安星光4500 SC6443A","292","6.2925","2009"
"3936","2014款 长安尊行 2.7L 手动 尊享型","293","15.98","2014"
"3937","2014款 长安尊行 2.7L 手动 尊贵型","293","17.98","2014"
"3938","2014款 长安尊行 2.7L 手动 尊荣型","293","20.98","2014"
"3939","2012款 长安神骐 1.0L 手动 汽油 单排 SC1025DA1","294","3.51851851852","2012"
"3940","2012款 长安神骐 1.0L 手动 汽油 单排 SC1025DA","294","3.48","2012"
"3941","2012款 长安神骐 1.1L 手动 汽油 双排 SC1025SA4","294","3.48","2012"
"3942","2012款 长安神骐 1.1L 手动 汽油 双排 SC1025SB4","294","3.48","2012"
"3943","2012款 长安神骐 1.1L 手动 汽油 单排 SC1025DB","294","3.48","2012"
"3944","2012款 长安神骐 1.1L 手动 汽油 单排 SC1025DD","294","3.48","2012"
"3945","2012款 长安神骐 1.1L 手动 汽油 单排 SC1025DC","294","3.48","2012"
"3946","2012款 长安神骐 1.3L 手动 汽油 双排 SC1025SA4CNG","294","3.48","2012"
"3947","2012款 长安神骐 1.3L 手动 汽油 双排 SC1025SF4","294","3.48","2012"
"3948","2012款 长安神骐 1.3L 手动 汽油 双排 SC1025SD4","294","3.48","2012"
"3949","2012款 长安神骐 1.3L 手动 汽油 单排 SC1025DF4","294","3.48","2012"
"3950","2012款 长安神骐 1.3L 手动 汽油 单排 SC1025DF4CNG","294","3.48","2012"
"3951","2012款 长安神骐 1.8L 手动 柴油 双排 SC1035SB3","294","3.48","2012"
"3952","2012款 长安神骐 1.8L 手动 柴油 双排 SC1025SA3","294","3.48","2012"
"3953","2012款 长安神骐 1.8L 手动 柴油 双排 SC1035SA3","294","3.48","2012"
"3954","2012款 长安神骐 1.8L 手动 柴油 单排 SC1032DD3","294","3.48","2012"
"3955","2012款 长安神骐 1.8L 手动 柴油 单排 SC1035DH3","294","3.48","2012"
"3956","2012款 长安神骐 1.8L 手动 柴油 单排 SC1035DJ3","294","3.6488340192","2012"
"3957","2012款 长安小卡 0.8L 手动 SC1016H4 2座","295","2.28","2012"
"3958","2012款 长安小卡 0.8L 手动 SC1016H4 2座2","295","2.28","2012"
"3959","2007款 长安小卡 SC1016系列","295","2.28","2007"
"3960","2006款 长安小卡 SC5013XXYAA50F","295","2.28","2006"
"3961","2006款 长安小卡 SC5013XXYAA51D（空调)","295","3.31035667037","2006"
"3962","2006款 长安小卡 SC6391 FAA","295","2.28","2006"
"3963","2006款 长安小卡 SC1026S FA","295","2.28","2006"
"3964","2006款 长安小卡 SC1026S FAA","295","2.28","2006"
"3965","2006款 长安小卡 SC5022XXY1/FG城市彩虹","295","2.28","2006"
"3966","2006款 长安小卡 SC5022XXYBB53D(FAA)","295","2.28","2006"
"3967","2006款 长安小卡 SC5022XXY1/FGA城市彩虹","295","2.28","2006"
"3968","2006款 长安小卡 SC5022XXY1/FAA城市彩虹","295","2.28","2006"
"3969","2006款 长安小卡 SC6391 FA","295","2.28","2006"
"3970","2006款 长安小卡 SC1022S1 FA","295","2.28","2006"
"3971","2006款 长安小卡 SC5013XXYAA50D","295","2.28","2006"
"3972","2006款 长安小卡 SC5022XXYBB53D(FA)","295","2.28","2006"
"3973","2006款 长安小卡 SC1022D1 FA","295","2.28","2006"
"3974","2006款 长安小卡 SC5022XXY1/FA城市彩虹","295","2.28","2006"
"3975","2003款 长安小卡 SC1022BB13D FB（非空调）","295","2.28","2003"
"3976","2003款 长安小卡 SC1022BB13D FBA（空调）","295","2.28","2003"
"3977","2003款 长安小卡 SC1016AA10F B-E1","295","2.28","2003"
"3978","2003款 长安小卡 SC1016AA11D","295","2.28","2003"
"3979","2003款 长安小卡 SC1022BB43D(H/FA)一排半","295","2.28","2003"
"3980","2003款 长安小卡 SC1022BB43D(H/FAA)一排半","295","2.28","2003"
"3981","2003款 长安小卡 SC1022BB23D(D/FA)双排","295","2.28","2003"
"3982","2003款 长安小卡 SC1022BB23D(D/FAA)双排","295","2.28","2003"
"3983","1999款 长安小卡 SC1011AG（双排）","295","2.28","1999"
"3984","2010款 勋龙 SC5021XXYB厢式运输车","296","0","2010"
"3985","2010款 勋龙 SC6460B客车","296","0","2010"
"3986","2010款 勋龙 SC5021XXYC厢式运输车","296","0","2010"
"3987","2010款 勋龙 SC6460D客车","296","0","2010"
"3988","2010款 勋龙 SC5021XXYD厢式运输车","296","0","2010"
"3989","2010款 勋龙 SC6450C客车","296","0","2010"
"3990","2004款 长安CM8 SC6380A GLK","297","5.781333333333334","2004"
"3991","2004款 长安CM8 SC6380 GAK","297","4.78","2004"
"3992","2004款 长安CM8 1.3L标准型","297","5.18","2004"
"3993","2004款 长安CM8 SC6380 GHK","297","5.18","2004"
"3994","2004款 长安CM8 SC6380 G2K","297","5.28","2004"
"3995","2004款 长安CM8 SC6380 G1K","297","5.28","2004"
"3996","2004款 长安CM8 SC6380F GHK","297","5.29","2004"
"3997","2004款 长安CM8 SC6380G GFK","297","5.48","2004"
"3998","2004款 长安CM8 SC6380F GFK","297","5.59","2004"
"3999","2004款 长安CM8 SC6380 GBA","297","6.18","2004"
"4000","2004款 长安CM8 1.3L豪华型","297","6.28","2004"
"4001","2004款 长安CM8 SC6380 GKA","297","6.28","2004"
"4002","2004款 长安CM8 SC6380F GKA","297","6.38","2004"
"4003","2004款 长安CM8 SC6396 G3K","297","7.18","2004"
"4004","2004款 长安CM8 SC6380F G2K","297","5.48","2004"
"4005","2004款 长安CM8 SC6380A GCA","297","6.88","2004"
"4006","2007款 长安星韵 长安之星07新款SC6363a","298","3.27725310367","2007"
"4007","2006款 长安星韵 SC6360/ARP","298","5.56139920623","2006"
"4008","2006款 长安星韵 星韵SC6360ARP","298","3.49","2006"
"4009","2006款 长安星韵 SC6360/R3A","298","4.89","2006"
"4010","2006款 长安星韵 星韵SC6360（RCA）","298","4.89","2006"
"4011","2004款 长安星韵 SC6360B FHA","298","4.04599148601","2004"
"4012","2003款 长安星韵 SC6360B FHA","298","6.08","2003"
"4013","2003款 长安星韵 SC6360豪华款","298","8.08","2003"
"4014","2000款 长安星韵 SC6336","298","5.003333333333333","2000"
"4015","2000款 长安星韵 SC6331(电喷)","298","5.003333333333333","2000"
"4016","1999款 长安星韵 SC6320G","298","5.003333333333333","1999"
"4017","1996款 长安星韵 SC6331(化油器)","298","5.003333333333333","1996"
"4018","1990款 长安星韵 SC6330(化油器)","298","5.003333333333333","1990"
"4019","2006款 长安运通 SC6372A /G-JX","299","2.3","2006"
"4020","2006款 长安运通 SC6372A /G-L3","299","2.39","2006"
"4021","2006款 长安运通 SC6372A /G-L4","299","2.49","2006"
"4022","2006款 长安运通 SC6371A R1","299","3.29","2006"
"4023","2006款 长安运通 SC6371A R1K（升级版）","299","3.67","2006"
"4024","2006款 长安运通 SC6371A R4","299","3.68","2006"
"4025","2006款 长安运通 SC6371A R2A （都市版）","299","3.99","2006"
"4026","2006款 长安运通 SC6371A R4K","299","4.06","2006"
"4027","2006款 长安运通 SC6371 R4","299","4.25","2006"
"4028","2006款 长安运通 SC6371A R8A","299","4.38","2006"
"4029","2006款 长安运通 SC6371 R1K","299","4.39","2006"
"4030","2006款 长安运通 SC6371 R9K","299","4.63","2006"
"4031","2006款 长安运通 SC6372/G-L3","299","2.59","2006"
"4032","2006款 长安运通 SC6372/G-L4","299","2.69","2006"
"4033","2006款 长安运通 SC6372/L3K","299","2.79","2006"
"4034","2006款 长安运通 SC6372/L4K","299","2.89","2006"
"4035","2006款 长安镭蒙 SC6381A/NF","300","3.55","2006"
"4036","2006款 长安镭蒙 SC6381A/NA","300","3.65","2006"
"4037","2006款 长安镭蒙 SC6381A/NFK","300","3.75","2006"
"4038","2006款 长安镭蒙 SC6381A/NBA","300","3.85","2006"
"4039","2006款 长安镭蒙 SC6381/NCA","300","4.69","2006"
"4040","2005款 长安镭蒙 G动力","300","4.98","2005"
"4041","2004款 长安镭蒙 镭蒙空间王SC6398 N3K","300","4.378571428571428","2004"
"4042","2003款 长安镭蒙 镭蒙SC6381A","300","4.34228884231","2003"
"4043","2003款 长安镭蒙 SC6381A","300","6.18","2003"
"4044","2003款 长安雪虎 SC6370豪华款","301","8.78","2003"
"4045","2013款 福瑞达 CH1020A1 单排 STD","302","2.9599","2013"
"4046","2013款 福瑞达 CH1020A1 单排 DLX","302","3.1199","2013"
"4047","2013款 福瑞达 CH1021A1 双排 STD","302","3.4999","2013"
"4048","2013款 福瑞达 CH1021A2 双排 LSTD","302","3.5999","2013"
"4049","2013款 福瑞达 CH1021A2 双排 GSTD","302","3.6199","2013"
"4050","2013款 福瑞达 CH1021A1 双排 DLX","302","3.6999","2013"
"4051","2013款 福瑞达 CH1021A2 双排 GDLX","302","3.8199","2013"
"4052","2013款 福瑞达 CH6390T2 标准型 EC","302","3.68","2013"
"4053","2013款 福瑞达 CH6390T2 舒适型 EC","302","3.98","2013"
"4054","2013款 福瑞达 CH1020K1 单排 STD","302","3.3999","2013"
"4055","2013款 福瑞达 CH1020K1 单排 DLX","302","3.5199","2013"
"4056","2013款 福瑞达 CH1021K1 双排 STD","302","3.7999","2013"
"4057","2013款 福瑞达 CH1021K2 双排 LSTD","302","3.8799","2013"
"4058","2013款 福瑞达 CH1021K2 双排 GSTD","302","3.8999","2013"
"4059","2013款 福瑞达 CH1021K1 双排 DLX","302","3.9199","2013"
"4060","2013款 福瑞达 CH1021K2 双排 LDLX","302","3.9999","2013"
"4061","2013款 福瑞达 CH1021K2 双排 GDLX","302","4.0199","2013"
"4062","2010款 福瑞达 CH6390BLE4福瑞达鸿运版QA机","302","3.16","2010"
"4063","2010款 福瑞达 4CH6390LA1福瑞达鸿运版QA机","302","3.16","2010"
"4064","2010款 福瑞达 鸿运版 基本型 CH6390BLE4","302","3.4","2010"
"4065","2010款 福瑞达 鸿运版 标准型 CH6390LE3","302","3.58","2010"
"4066","2010款 福瑞达 鸿运版 豪华型 CH6390LE4","302","3.98","2010"
"4067","2011款 福瑞达 1.0L 手动 鸿运版 经济型","302","3.08","2011"
"4068","2011款 福瑞达 1.0L 手动 鸿运版(升级版) 经济型","302","3.3","2011"
"4069","2011款 福瑞达 1.0L 手动 鸿运版 标准型","302","3.41","2011"
"4070","2011款 福瑞达 1.0L 手动 鸿运版(升级版) 标准型","302","3.66","2011"
"4071","2011款 福瑞达 1.0L 手动 鸿运版 舒适型","302","3.74","2011"
"4072","2011款 福瑞达 1.0L 手动 鸿运版(升级版) 舒适型","302","3.79","2011"
"4073","2011款 福瑞达 1.0L 手动 加长版(国机) 实用型","302","3.88","2011"
"4074","2011款 福瑞达 1.0L 手动 加长版(国机) 舒适型","302","4.18","2011"
"4075","2011款 福瑞达 1.0L 手动 单排","302","2.99","2011"
"4076","2011款 福瑞达 1.0L 手动 双排 标准型","302","3.66","2011"
"4077","2011款 福瑞达 1.0L 手动 双排 加长标准型","302","3.75","2011"
"4078","2011款 福瑞达 1.0L 手动 双排 加长加高标准型","302","3.76","2011"
"4079","2011款 福瑞达 1.2L 手动 加长版(K机) 实用型","302","4.48","2011"
"4080","2011款 福瑞达 1.2L 手动 加长版(K机)舒适型","302","4.78","2011"
"4081","2009款 福瑞达 CH6390E STD(标准型)","302","3.44","2009"
"4082","2009款 福瑞达 CH6390HE3 STD(标准型)","302","3.52","2009"
"4083","2009款 福瑞达 CH6390E DLX(豪华型)","302","3.89","2009"
"4084","2006款 福瑞达 CH6390HE STD(标准型)","302","3.45","2006"
"4085","2006款 福瑞达 CH6390E3 STD(标准型)","302","3.49","2006"
"4086","2006款 福瑞达 CH6390E4 STD(标准型)","302","3.54","2006"
"4087","2006款 福瑞达 CH6390HE4 STD(标准型)","302","3.6","2006"
"4088","2006款 福瑞达 CH6390E4 DLX(豪华型)","302","3.99","2006"
"4089","2006款 福瑞达 CH6390E3 DLX(豪华型)","302","4.08","2006"
"4090","2006款 福瑞达 CH6390A豪华型","302","3.6701888888888883","2006"
"4091","2006款 福瑞达 CH6390A标准型","302","4.0220833545","2006"
"4092","2011款 爱迪尔 A+ 1.0L 手动 经济型","303","3.49","2011"
"4093","2011款 爱迪尔 A+ 1.0L 手动 标准型","303","3.69","2011"
"4094","2005款 爱迪尔 CH7111A","303","4.58","2005"
"4095","2004款 爱迪尔 CH7101","303","3.98","2004"
"4096","2004款 爱迪尔 CH7111","303","4.38","2004"
"4097","2004款 爱迪尔 CH7121","303","5.68","2004"
"4098","2011款 福运 基本型","304","4.38","2011"
"4099","2011款 福运 标准型","304","4.58","2011"
"4100","1999款 昌河微型货车 CH1012LEI单排","305","2.533","1999"
"4101","1999款 昌河微型货车 CH1012LXEI单排厢货","305","2.853","1999"
"4102","1999款 昌河微型货车 CH1011AEI双排","305","2.907","1999"
"4103","1999款 昌河微型货车 CH1011AEI双排厢货","305","3.127","1999"
"4104","1999款 昌河微型货车 CH1012LCEI单排","305","2.633","1999"
"4105","1999款 昌河微型货车 CH1012LCXEI单排厢货","305","2.953","1999"
"4106","1999款 昌河微型货车 CH1011CEI双排","305","3.027","1999"
"4107","1999款 昌河微型货车 CH1011CXEI双排厢货","305","3.247","1999"
"4108","1999款 昌河微型货车 CH5020 xXYE3标准型 单排厢货","305","3.7","1999"
"4109","1999款 昌河微型货车 CH5021XXYE3标准型 单排厢货","305","3.9","1999"
"4110","1999款 昌河微型货车 CH5020 xXYE3豪华型 单排厢货","305","3.9","1999"
"4111","1999款 昌河微型货车 CH5021XXYE3豪华型 单排厢货","305","4.1","1999"
"4112","2007款 爱迪尔Ⅱ CH7101BE4","306","4.15","2007"
"4113","2007款 爱迪尔Ⅱ CH7141E","306","4.88","2007"
"4114","2007款 爱迪尔Ⅱ CH7141E3","306","5.26","2007"
"4115","2006款 爱迪尔Ⅱ CH7101B","306","4.28","2006"
"4116","2006款 爱迪尔Ⅱ CH7111B","306","4.88","2006"
"4117","2006款 爱迪尔Ⅱ CH7131B","306","5","2006"
"4118","2006款 爱迪尔Ⅱ CH7141E4 标准型 国Ⅳ","306","4.79","2006"
"4119","1999款 昌河新单双排 双排CH1021E标准型","307","3.48","1999"
"4120","1999款 昌河新单双排 单排CH1020E标准型","307","3.28","1999"
"4121","1999款 昌河新单双排 单排CH1020E STD","307","3.48","1999"
"4122","1999款 昌河新单双排 双排CH1021E STD","307","3.68","1999"
"4123","1999款 昌铃王 CH6321Ei","308","2.78","1999"
"4124","1999款 昌铃王 CH6353C-S","308","3","1999"
"4125","1999款 昌铃王 CH6353B-S 4挡","308","2.84","1999"
"4126","2000款 海象 CH6352A","309","3.195","2000"
"4127","2000款 海象 CH6352B","309","3.225","2000"
"4128","2000款 海象 CH6352","309","3.425","2000"
"4129","2000款 海象 CH6352C","309","3.505","2000"
"4130","2013款 桑塔纳 1.4L 手动 风尚版","310","8.49","2013"
"4131","2013款 桑塔纳 1.4L 手动 舒适版","310","9.88","2013"
"4132","2013款 桑塔纳 1.6L 手动 风尚版","310","8.99","2013"
"4133","2013款 桑塔纳 1.6L 手动 舒适版","310","10.38","2013"
"4134","2013款 桑塔纳 1.6L 手动 豪华版","310","11.38","2013"
"4135","2013款 桑塔纳 1.6L 自动 风尚版","310","9.99","2013"
"4136","2013款 桑塔纳 1.6L 自动 舒适版","310","11.38","2013"
"4137","2013款 桑塔纳 1.6L 自动 豪华版","310","12.38","2013"
"4138","2007款 桑塔纳 旅行车","310","7.98","2007"
"4139","2007款 桑塔纳 景畅型","310","7.98","2007"
"4140","2007款 桑塔纳 1.8 MT CNG双燃料","310","8.58","2007"
"4141","2003款 桑塔纳 旅行车舒适版","310","8.68","2003"
"4142","2003款 桑塔纳 旅行车豪华版","310","8.98","2003"
"4143","1999款 桑塔纳 豪华型","310","9.3946876911","1999"
"4144","1999款 桑塔纳 基本型（出租车版）","310","6.98","1999"
"4145","1999款 桑塔纳 警用车","310","7.98","1999"
"4146","1999款 桑塔纳 1.8 MT LX LPG双燃料","310","13.5","1999"
"4147","1998款 桑塔纳 GLX","310","13.5","1998"
"4148","1997款 桑塔纳 GLi 基本型","310","7.98","1997"
"4149","1997款 桑塔纳 GLi 豪华型","310","9.68","1997"
"4150","1997款 桑塔纳 GLi 舒适型","310","9.97","1997"
"4151","1995款 桑塔纳 GLS型","310","11.15","1995"
"4152","1993款 桑塔纳 旅行车LX (化油器)","310","12","1993"
"4153","1991款 桑塔纳 LX (化油器)","310","20","1991"
"4154","2014款 朗逸 1.4TSI DSG 蓝驱技术版","311","14.99","2014"
"4155","2014款 朗逸 1.4TSI DSG 运动版","311","16.59","2014"
"4156","2014款 朗逸 1.6L 手自一体 运动版","311","15.19","2014"
"4157","2013款 朗逸 1.6L 手动风尚版 经典","311","10.78","2013"
"4158","2013款 朗逸 1.6L 手动 风尚版","311","11.29","2013"
"4159","2013款 朗逸 1.6L 手动 舒适版","311","12.59","2013"
"4160","2013款 朗逸 1.6L 自动风尚版 经典","311","11.98","2013"
"4161","2013款 朗逸 1.6L 自动 风尚版","311","12.49","2013"
"4162","2013款 朗逸 1.6L 自动 舒适版","311","13.79","2013"
"4163","2013款 朗逸 1.6L 自动 豪华版","311","14.69","2013"
"4164","2011款 朗逸 1.4TSI 手动品雅版","311","13.28","2011"
"4165","2011款 朗逸 1.4TSI 手动品轩版","311","14.38","2011"
"4166","2011款 朗逸 1.4TSI DSG品雅版","311","14.68","2011"
"4167","2011款 朗逸 1.4TSI DSG品轩版","311","15.78","2011"
"4168","2011款 朗逸 1.4TSI 运动版","311","16.28","2011"
"4169","2011款 朗逸 1.6L 手动品悠版","311","11.28","2011"
"4170","2011款 朗逸 1.6L 手动品雅版","311","12.28","2011"
"4171","2011款 朗逸 1.6L 自动品悠版","311","12.48","2011"
"4172","2011款 朗逸 1.6L 自动品雅版","311","13.48","2011"
"4173","2011款 朗逸 1.6L 自动品轩版","311","14.58","2011"
"4174","2011款 朗逸 2.0L 手动品悠版","311","11.68","2011"
"4175","2011款 朗逸 2.0L 自动品悠版","311","12.88","2011"
"4176","2010款 朗逸 1.4TSI运动版","311","16.28","2010"
"4177","2008款 朗逸 1.6L手动品悠版","311","11.28","2008"
"4178","2008款 朗逸 1.6L 手动 品悠进享版","311","11.53","2008"
"4179","2008款 朗逸 1.6L手动品雅版","311","12.28","2008"
"4180","2008款 朗逸 1.6L 手动 品雅进享版","311","12.78","2008"
"4181","2008款 朗逸 1.6L手动品轩版","311","13.38","2008"
"4182","2008款 朗逸 1.6L 手动品轩(导航版)","311","14.38","2008"
"4183","2008款 朗逸 1.6L自动品悠版","311","12.48","2008"
"4184","2008款 朗逸 1.6L自动品悠版+选装包","311","12.73","2008"
"4185","2008款 朗逸 1.6L自动品雅版","311","13.48","2008"
"4186","2008款 朗逸 1.6L 自动 品雅进享版","311","13.98","2008"
"4187","2008款 朗逸 1.6L自动品轩版","311","14.58","2008"
"4188","2008款 朗逸 1.6L 自动 品轩进享版","311","15.58","2008"
"4189","2008款 朗逸 2.0L手动品悠版","311","11.68","2008"
"4190","2008款 朗逸 2.0L手动品雅版","311","12.68","2008"
"4191","2008款 朗逸 2.0L手动品雅版+选装包","311","13.18","2008"
"4192","2008款 朗逸 2.0L手动品轩版","311","13.78","2008"
"4193","2008款 朗逸 2.0L自动品悠版","311","12.88","2008"
"4194","2008款 朗逸 2.0L自动品雅版","311","13.88","2008"
"4195","2008款 朗逸 2.0L自动品轩版","311","14.98","2008"
"4196","2008款 朗逸 2.0L自动品轩导航","311","15.98","2008"
